selection,view,channel,start_time,end_time,LowFreq,HighFreq,sound_category,sound_type,confidence,notes,name,filename
3,Spectrogram 1,1,1.47E+12,1.47E+12,25364,382609,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210922_153439.wav
4,Spectrogram 1,1,1.72E+12,1.72E+12,15400,134900,elephant_vocalization,rumble,3,Sari,Giot,Moving_Eloc_20210922_153439.wav
5,Spectrogram 1,1,1.73E+12,1.73E+12,15500,97300,elephant_vocalization,rumble,3,Sari,Giot,Moving_Eloc_20210922_153439.wav
6,Spectrogram 1,1,1.75E+12,1.75E+12,17100,89400,elephant_vocalization,rumble,3,Sari,Giot,Moving_Eloc_20210922_153439.wav
7,Spectrogram 1,1,1.76E+12,1.76E+12,13000,172800,elephant_vocalization,rumble,3,Sari or another elephant,Giot,Moving_Eloc_20210922_153439.wav
8,Spectrogram 1,1,1.77E+12,1.78E+12,13100,150600,elephant_vocalization,rumble,3,Sari or another elephant,Giot,Moving_Eloc_20210922_153439.wav
9,Spectrogram 1,1,1.89E+12,1.89E+12,12300,129100,elephant_vocalization,rumble,3,Sari or another elephant,Giot,Moving_Eloc_20210922_153439.wav
12,Spectrogram 1,1,2.89E+12,2.89E+12,21200,117400,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210922_153439.wav
10,Spectrogram 1,1,2.88E+12,2.88E+12,0,8000000,elephant_vocalization,trumpet,3,"Agustin (mahout jalan di bawahnya, lalu dia pipis kegelian",Giot,Moving_Eloc_20210922_153439.wav
11,Spectrogram 1,1,2.88E+12,2.89E+12,0,8000000,elephant_vocalization,trumpet,3,Agustin,Giot,Moving_Eloc_20210922_153439.wav
13,Spectrogram 1,1,2.90E+12,2.90E+12,0,8000000,elephant_vocalization,trumpet,3,Agustin,Giot,Moving_Eloc_20210922_153439.wav
1,Spectrogram 1,1,0.331456298,4.24579734,20.1,162.5,elephant_vocalization,rumble,3,maybe berti,Giot,Moving_Eloc_20210923_104101.wav
2,Spectrogram 1,1,11.1116778,13.81067908,17.4,140.2,elephant_vocalization,rumble,3,maybe Berti,Giot,Moving_Eloc_20210923_104101.wav
3,Spectrogram 1,1,17.91442372,22.58637916,21.2,132.1,elephant_vocalization,rumble,3,maybe Berti,Giot,Moving_Eloc_20210923_104101.wav
4,Spectrogram 1,1,27.76341086,33.19298069,21.1,132.2,elephant_vocalization,rumble,3,berti/another elephant,Giot,Moving_Eloc_20210923_104101.wav
5,Spectrogram 1,1,33.77697512,35.11858395,15,149.9,elephant_vocalization,rumble,3,maybe berti,Giot,Moving_Eloc_20210923_104101.wav
6,Spectrogram 1,1,76.61375628,79.95988653,19,121.2,elephant_vocalization,rumble,3,maybe berti,Giot,Moving_Eloc_20210923_104101.wav
7,Spectrogram 1,1,107.9758355,112.5530892,17.4,142.2,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_104101.wav
8,Spectrogram 1,1,118.156279,122.3389418,16.9,139.5,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_104101.wav
9,Spectrogram 1,1,126.158581,129.3310913,18.4,135.7,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_104101.wav
10,Spectrogram 1,1,133.3085669,138.296195,17.3,130.7,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_104101.wav
11,Spectrogram 1,1,159.856638,163.7551954,14.7,157.1,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_104101.wav
12,Spectrogram 1,1,263.6498101,266.7434022,20,108.4,elephant_vocalization,rumble,3,agustin/berti,Giot,Moving_Eloc_20210923_104101.wav
13,Spectrogram 1,1,474.1087757,477.6285259,19.6,147.3,elephant_vocalization,rumble,3,maybe Chris,Giot,Moving_Eloc_20210923_104101.wav
14,Spectrogram 1,1,528.8858748,529.6277056,29.9,8000,elephant_vocalization,trumpet,3,Chris (when he is scared or in danger),Giot,Moving_Eloc_20210923_104101.wav
1,Spectrogram 1,1,1189.543,1194.562196,23.1,124.5,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_114101.wav
1,Spectrogram 1,1,1027.435611,1031.381519,13.1,129.1,elephant_vocalization,rumble,3,Berti (at the forest),Giot,Moving_Eloc_20210923_134101.wav
2,Spectrogram 1,1,1042.240659,1046.407538,13.5,144.5,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
3,Spectrogram 1,1,1346.1703,1353.430772,19,144.8,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
4,Spectrogram 1,1,1363.074572,1363.721701,61.413,8000,elephant_vocalization,trumpet,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
5,Spectrogram 1,1,1370.71385,1376.506444,18.5,121.2,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
6,Spectrogram 1,1,1401.405142,1408.338103,18.446,203.364,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
7,Spectrogram 1,1,1420.33761,1426.319607,19.6,153.3,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
8,Spectrogram 1,1,1433.801049,1434.432394,49.728,8000,elephant_vocalization,trumpet,3,Sari,Giot,Moving_Eloc_20210923_134101.wav
9,Spectrogram 1,1,3035.445231,3036.834191,13.043,139.9,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
10,Spectrogram 1,1,3045.957131,3048.072138,13.066,283.611,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
11,Spectrogram 1,1,3069.080154,3071.558184,17.527,215.975,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
12,Spectrogram 1,1,3097.380208,3100.568502,14.946,272.826,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
13,Spectrogram 1,1,3133.27219,3136.002759,13.066,275.9,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
14,Spectrogram 1,1,3150.618403,3152.401954,16.984,204.4,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
15,Spectrogram 1,1,3162.456128,3164.665837,13.8,139.1,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
16,Spectrogram 1,1,1405.635155,1410.875322,20.368,99.149,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_134101.wav
1,Spectrogram 1,1,1195.55627,1200.595462,15.8,235.2,elephant_vocalization,rumble,3,berti (from forest to cage),Giot,Moving_Eloc_20210923_144101.wav
2,Spectrogram 1,1,1202.291039,1207.631315,13.5,113,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
3,Spectrogram 1,1,1209.91322,1215.269342,16.9,230.6,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
4,Spectrogram 1,1,1221.085025,1225.189273,17.7,268.2,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
5,Spectrogram 1,1,1227.61381,1230.355258,15.4,132.2,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
6,Spectrogram 1,1,1932.989796,1936.42849,16.3,256.7,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
7,Spectrogram 1,1,1978.86546,1983.033094,19.6,193.7,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
8,Spectrogram 1,1,2003.538486,2006.24824,14.6,182.9,elephant_vocalization,rumble,3,yuni/berti,Giot,Moving_Eloc_20210923_144101.wav
9,Spectrogram 1,1,2042.853693,2047.972117,18.8,290.5,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
10,Spectrogram 1,1,2050.317402,2051.268193,0,8000,elephant_vocalization,trumpet,3,Berti,Giot,Moving_Eloc_20210923_144101.wav
11,Spectrogram 1,1,2080.584248,2083.658472,15.8,193.5,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
12,Spectrogram 1,1,2126.745154,2129.67676,16.3,198.4,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_144101.wav
13,Spectrogram 1,1,2147.203007,2151.180482,0,8000,elephant_vocalization,trumpet,3,Berti,Giot,Moving_Eloc_20210923_144101.wav
14,Spectrogram 1,1,2159.452379,2163.620012,0,8000,elephant_vocalization,trumpet,3,Berti,Giot,Moving_Eloc_20210923_144101.wav
15,Spectrogram 1,1,2214.693334,2218.036949,15,151.1,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_144101.wav
16,Spectrogram 1,1,2226.055298,2228.511508,18.1,119.9,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_144101.wav
17,Spectrogram 1,1,2230.302164,2233.582393,16.5,209.8,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_144101.wav
18,Spectrogram 1,1,2252.740849,2255.989385,15.8,141.8,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
19,Spectrogram 1,1,2252.360533,2252.946854,6.5,8000,elephant_vocalization,trumpet,3,berti,Giot,Moving_Eloc_20210923_144101.wav
20,Spectrogram 1,1,2409.573821,2415.801501,18.4,209.1,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
21,Spectrogram 1,1,2419.335275,2422.187647,18.4,189.1,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
22,Spectrogram 1,1,2424.596318,2427.559616,17.7,168.7,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
23,Spectrogram 1,1,3158.987349,3162.39435,16.8,176.1,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
24,Spectrogram 1,1,3168.542798,3171.442711,0,8000,elephant_vocalization,trumpet,3,Berti,Giot,Moving_Eloc_20210923_144101.wav
25,Spectrogram 1,1,3179.091013,3182.784383,14.603,176.008,elephant_vocalization,rumble,3,berti (calling her mom),Giot,Moving_Eloc_20210923_144101.wav
26,Spectrogram 1,1,3210.773764,3214.608621,16.3,192.4,elephant_vocalization,rumble,3,berti (calling her mom),Giot,Moving_Eloc_20210923_144101.wav
27,Spectrogram 1,1,3429.725079,3434.146257,16.1,181.4,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
28,Spectrogram 1,1,3454.382258,3461.19626,15.8,176.8,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
29,Spectrogram 1,1,3560.442991,3562.598117,15.8,188.3,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_144101.wav
30,Spectrogram 1,1,3270.095288,3277.435501,14.13,119.565,elephant_vocalization,rumble,3,Berti,Giot,Moving_Eloc_20210923_144101.wav
1,Spectrogram 1,1,11.71145586,16.08352227,18.4,166.8,elephant_vocalization,rumble,3,berti (at the river),Giot,Moving_Eloc_20210923_154102.wav
2,Spectrogram 1,1,22.87048456,23.62809895,0,8000,elephant_vocalization,trumpet,3,Olive (when meet another elephant),Giot,Moving_Eloc_20210923_154102.wav
3,Spectrogram 1,1,23.70701712,28.96296699,17.7,129.9,elephant_vocalization,rumble,3,olive,Giot,Moving_Eloc_20210923_154102.wav
4,Spectrogram 1,1,29.53117778,31.85137187,21.2,170.1,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
5,Spectrogram 1,1,32.02499183,33.77697512,15.9,167.9,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
6,Spectrogram 1,1,35.18171848,44.09947126,14.1,181,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_154102.wav
7,Spectrogram 1,1,45.39374126,50.94958016,21.7,203.3,elephant_vocalization,rumble,3,olive/berti,Giot,Moving_Eloc_20210923_154102.wav
8,Spectrogram 1,1,51.26526391,55.36900855,15.2,192.1,elephant_vocalization,rumble,3,olive/berti,Giot,Moving_Eloc_20210923_154102.wav
9,Spectrogram 1,1,58.98346056,60.65652568,20.9,131.5,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
10,Spectrogram 1,1,61.68246184,65.13907752,13.6,149.5,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
11,Spectrogram 1,1,73.14137957,75.35108822,14.7,227.2,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
12,Spectrogram 1,1,84.04782552,86.44693777,17.4,150,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
13,Spectrogram 1,1,86.44693777,87.34660487,0,8000,elephant_vocalization,trumpet,3,Olive,Giot,Moving_Eloc_20210923_154102.wav
14,Spectrogram 1,1,88.19892106,93.04449646,19.6,213,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
15,Spectrogram 1,1,99.68940606,102.2463546,18.4,167.4,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
16,Spectrogram 1,1,144.7990298,150.4495705,18.1,177.5,elephant_vocalization,rumble,3,maybe Olive,Giot,Moving_Eloc_20210923_154102.wav
17,Spectrogram 1,1,160.4248267,165.6176421,20,173.9,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
18,Spectrogram 1,1,172.2941189,176.0821909,18.5,151.4,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
19,Spectrogram 1,1,198.4002483,200.9887642,35.4,176,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
20,Spectrogram 1,1,211.7690468,218.1614182,16.909,143.343,elephant_vocalization,rumble,3,yuni/olive (when calling her child),Giot,Moving_Eloc_20210923_154102.wav
21,Spectrogram 1,1,245.9248314,248.4659963,16.525,129.124,elephant_vocalization,rumble,3,yuni/olive,Giot,Moving_Eloc_20210923_154102.wav
22,Spectrogram 1,1,248.48178,251.2123485,18.831,75.13,elephant_vocalization,rumble,3,yuni/olive/berti,Giot,Moving_Eloc_20210923_154102.wav
23,Spectrogram 1,1,316.6986435,320.0605574,18.207,73.098,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
24,Spectrogram 1,1,327.2578991,328.599508,19.023,68.789,elephant_vocalization,rumble,3,,Giot,Moving_Eloc_20210923_154102.wav
25,Spectrogram 1,1,374.0564226,374.5614989,12.298,8000,elephant_vocalization,trumpet,3,olive )when she call her daughter Eropa),Giot,Moving_Eloc_20210923_154102.wav
26,Spectrogram 1,1,423.0172795,425.1638536,16.909,129.124,elephant_vocalization,rumble,3,berti,Giot,Moving_Eloc_20210923_154102.wav
27,Spectrogram 1,1,435.7231117,436.4649425,39.967,8000,elephant_vocalization,trumpet,3,olive,Giot,Moving_Eloc_20210923_154102.wav
28,Spectrogram 1,1,463.4391717,464.5282424,2.174,8000,elephant_vocalization,trumpet,3,olive,Giot,Moving_Eloc_20210923_154102.wav
29,Spectrogram 1,1,490.5554536,497.3424159,19.565,70.652,elephant_vocalization,rumble,2,,Giot,Moving_Eloc_20210923_154102.wav
30,Spectrogram 1,1,510.9006095,516.4722321,18.254,66.576,elephant_vocalization,rumble,2,,Giot,Moving_Eloc_20210923_154102.wav
31,Spectrogram 1,1,553.1060328,556.4205958,17.678,67.252,elephant_vocalization,rumble,2,,Giot,Moving_Eloc_20210923_154102.wav
32,Spectrogram 1,1,1389.307154,1390.001634,26.087,8000,elephant_sound,snort,3,,Giot,Moving_Eloc_20210923_154102.wav
33,Spectrogram 1,1,1980.972461,1983.639895,17.678,171.196,elephant_vocalization,rumble,3,Agustin/Sari,Giot,Moving_Eloc_20210923_154102.wav
34,Spectrogram 1,1,1986.5283,1989.574541,18.478,122.826,elephant_vocalization,rumble,3,agustin/sari,Giot,Moving_Eloc_20210923_154102.wav
35,Spectrogram 1,1,1989.716594,1993.5678,8.696,191.304,elephant_vocalization,rumble,3,Agustin/sari,Giot,Moving_Eloc_20210923_154102.wav
36,Spectrogram 1,1,1992.462953,1996.645616,18.478,104.891,elephant_vocalization,rumble,3,Agustin.sari,Giot,Moving_Eloc_20210923_154102.wav
37,Spectrogram 1,1,2000.18119,2002.201495,17.391,115.217,elephant_vocalization,rumble,3,Agustin/sari,Giot,Moving_Eloc_20210923_154102.wav
38,Spectrogram 1,1,2136.094195,2139.67708,14.674,134.239,elephant_vocalization,rumble,3,sari (at the river),Giot,Moving_Eloc_20210923_154102.wav
39,Spectrogram 1,1,2181.014517,2183.429402,13.835,149.876,elephant_vocalization,rumble,3,sari (at the river),Giot,Moving_Eloc_20210923_154102.wav
40,Spectrogram 1,1,2242.049815,2244.480495,14.13,132.609,elephant_vocalization,rumble,3,sari (at the river),Giot,Moving_Eloc_20210923_154102.wav
41,Spectrogram 1,1,2285.31278,2286.275582,51.496,7260.87,elephant_vocalization,roar,1,"Chris (at the river) when showering, maybe tickled/else",Giot,Moving_Eloc_20210923_154102.wav
42,Spectrogram 1,1,2327.139408,2329.428035,12.5,133.696,elephant_vocalization,rumble,3,sari (at the river),Giot,Moving_Eloc_20210923_154102.wav
43,Spectrogram 1,1,2342.765242,2345.085436,13.587,84.239,elephant_vocalization,rumble,3,sari (at the river),Giot,Moving_Eloc_20210923_154102.wav
44,Spectrogram 1,1,2371.238944,2373.211899,12.5,132.065,elephant_vocalization,rumble,3,sari (at the river),Giot,Moving_Eloc_20210923_154102.wav
45,Spectrogram 1,1,2380.835393,2383.850067,12.772,79.348,elephant_vocalization,rumble,3,sari (at the river),Giot,Moving_Eloc_20210923_154102.wav
46,Spectrogram 1,1,2395.640456,2397.850165,13.066,78.261,elephant_vocalization,rumble,3,sari (at the river),Giot,Moving_Eloc_20210923_154102.wav
47,Spectrogram 1,1,2563.641722,2566.782665,14.13,165.248,elephant_vocalization,rumble,3,sari,Giot,Moving_Eloc_20210923_154102.wav
48,Spectrogram 1,1,2570.791728,2573.159253,17.935,132.583,elephant_vocalization,rumble,3,sari,Giot,Moving_Eloc_20210923_154102.wav
49,Spectrogram 1,1,2577.199899,2579.946251,19.599,169.091,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
50,Spectrogram 1,1,2583.608054,2585.928248,20.109,99.457,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
51,Spectrogram 1,1,2589.590051,2591.894462,19.565,153.804,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
52,Spectrogram 1,1,2591.62614,2592.478456,29.975,8000,elephant_sound,snort,3,Agustin (when ordered mahout),Giot,Moving_Eloc_20210923_154102.wav
53,Spectrogram 1,1,2599.70736,2601.333074,20.109,89.674,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
54,Spectrogram 1,1,2609.35116,2611.718705,20.924,115.217,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
55,Spectrogram 1,1,2640.302865,2643.19127,17.391,128.804,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
56,Spectrogram 1,1,3105.509825,3109.929242,19.215,135.273,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
57,Spectrogram 1,1,3113.954068,3116.874041,16.14,131.43,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
58,Spectrogram 1,1,3261.862572,3263.788175,20.752,125.281,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
59,Spectrogram 1,1,3396.828734,3400.490537,20.368,118.748,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
60,Spectrogram 1,1,3428.490729,3432.389286,19.983,128.355,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
61,Spectrogram 1,1,3448.741171,3452.087301,16.909,123.37,elephant_vocalization,rumble,3,Agustin,Giot,Moving_Eloc_20210923_154102.wav
1,Spectrogram 1,1,639.752793,640.4940475,246.2,2175.7,elephant_vocalization,roar,3,"Carlos, terganggu",Giot,Olivedananaknya_Swift2_20211117_162310.wav
2,Spectrogram 1,1,646.4483074,647.5044739,246.2,2152.8,elephant_vocalization,roar,3,"Carlos, terganggu",Giot,Olivedananaknya_Swift2_20211117_162310.wav
3,Spectrogram 1,1,693.539798,694.9447902,267.2,3502,elephant_vocalization,roar,3,"Carlos, terganggu",Giot,Olivedananaknya_Swift2_20211117_162310.wav
1,Spectrogram 1,1,460.8239872,460.9914157,1279.5,7481.8,elephant_sound,unidentified,3,suara menyusui Carlos,Giot,Olivedananaknya_Swift2_20211117_170100.wav
2,Spectrogram 1,1,461.627644,461.8062344,1295.5,6720.6,elephant_sound,unidentified,3,suara menyusui Carlos,Giot,Olivedananaknya_Swift2_20211117_170100.wav
3,Spectrogram 1,1,465.7352232,465.9361374,1327.9,8000,elephant_sound,unidentified,3,suara menyusui Carlos,Giot,Olivedananaknya_Swift2_20211117_170100.wav
4,Spectrogram 1,1,2881.922521,2882.32435,0,4542.5,elephant_vocalization,trumpet,1,unknown,Giot,Olivedananaknya_Swift2_20211117_170100.wav
1,Spectrogram 1,1,840.2422916,841.6688862,364.4,8000,elephant_vocalization,trumpet,3,unidentified (maybe Sari),Giot,Olivedananaknya_Swift2_20211117_180100.wav
1,Spectrogram 1,1,2.29E+12,2.30E+12,258,1940,elephant_vocalization,growl,1,unknown,Giot,Olivedananaknya_Swift2_20211117_190100.wav
2,Spectrogram 1,1,2.31E+12,2.31E+12,558,28178,elephant_vocalization,trumpet,2,Olive,Giot,Olivedananaknya_Swift2_20211117_190100.wav
1,Spectrogram 1,1,1965.452348,1973.002326,17.6,156.6,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_200100.wav
2,Spectrogram 1,1,1978.445333,1984.415083,21.3,147,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_200100.wav
3,Spectrogram 1,1,1985.644149,1994.949936,18.4,166.1,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_200100.wav
4,Spectrogram 1,1,2009.435358,2016.283012,17.6,157.3,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_200100.wav
5,Spectrogram 1,1,1981.78137,1982.659274,82.3,4880.7,elephant_vocalization,trumpet,3,unknown,Giot,Olivedananaknya_Swift2_20211117_200100.wav
6,Spectrogram 1,1,2115.749485,2124.528529,21.3,144.1,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_200100.wav
7,Spectrogram 1,1,2035.333538,2042.707934,18.6,161.7,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_200100.wav
8,Spectrogram 1,1,2069.220545,2075.102505,18.8,97.5,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_200100.wav
9,Spectrogram 1,1,2233.739828,2241.728758,20.6,61.7,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_200100.wav
1,Spectrogram 1,1,3123.849811,3124.890976,50.6,4924,elephant_vocalization,trumpet,2,unknown,Giot,Olivedananaknya_Swift2_20211117_210100.wav
2,Spectrogram 1,1,3130.290217,3136.03607,15.2,202.4,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_210100.wav
3,Spectrogram 1,1,3178.782686,3185.033669,18.2,104.3,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_210100.wav
4,Spectrogram 1,1,3206.564826,3211.300419,17.2,86,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_210100.wav
5,Spectrogram 1,1,3140.455919,3144.5601,25.8,179.6,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_210100.wav
1,Spectrogram 1,1,2036.852844,2046.288581,17.2,120.2,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_220100.wav
2,Spectrogram 1,1,2083.286601,2092.225719,19.3,172.5,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_220100.wav
3,Spectrogram 1,1,2482.815555,2490.26482,22.9,140.3,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_220100.wav
4,Spectrogram 1,1,2501.796456,2510.224338,20,134.6,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_220100.wav
1,Spectrogram 1,1,568.1612948,573.287911,18.6,163.2,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_230100.wav
2,Spectrogram 1,1,927.2685558,928.1229918,68.7,2404.9,elephant_sound,snort,3,unknown,Giot,Olivedananaknya_Swift2_20211117_230100.wav
3,Spectrogram 1,1,929.9539262,935.9960096,24.3,365,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_230100.wav
4,Spectrogram 1,1,939.8409718,944.4793389,20.8,166,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_230100.wav
5,Spectrogram 1,1,958.6995958,963.9482743,17.2,225.4,elephant_vocalization,growl,3,unknown,Giot,Olivedananaknya_Swift2_20211117_230100.wav
1,Spectrogram 1,1,86.34940569,88.27379935,39.1,199.8,elephant_vocalization,growl,3,Tongat,Giot,Olivedananaknya_Swift2_20211118_070100.wav
2,Spectrogram 1,1,89.42222782,91.47072782,50.619,513.188,elephant_vocalization,rumble,3,Tongat,Giot,Olivedananaknya_Swift2_20211118_070100.wav
3,Spectrogram 1,1,1839.999694,1846.1143,22.3,163.7,elephant_vocalization,rumble,3,,Giot,Olivedananaknya_Swift2_20211118_070100.wav
4,Spectrogram 1,1,1874.731896,1880.908579,17.7,175.2,elephant_vocalization,rumble,3,,Giot,Olivedananaknya_Swift2_20211118_070100.wav
5,Spectrogram 1,1,2773.920353,2778.545105,250.6,8000,elephant_vocalization,roar,3,Eropa,Giot,Olivedananaknya_Swift2_20211118_070100.wav
6,Spectrogram 1,1,2785.55983,2791.79859,0,8000,elephant_vocalization,roar,3,Eropa,Giot,Olivedananaknya_Swift2_20211118_070100.wav
7,Spectrogram 1,1,2795.5853,2800.95498,24.6,171.4,elephant_vocalization,rumble,3,Eropa,Giot,Olivedananaknya_Swift2_20211118_070100.wav
8,Spectrogram 1,1,2806.604006,2817.312326,18.4,194.5,elephant_vocalization,rumble,3,Olive,Giot,Olivedananaknya_Swift2_20211118_070100.wav
9,Spectrogram 1,1,2809.149172,2809.800983,54.6,7165.2,elephant_sound,snort,3,Olive,Giot,Olivedananaknya_Swift2_20211118_070100.wav
1,Spectrogram 1,1,116.0223143,127.196213,21.7,134.2,elephant_vocalization,rumble,3,dari arah kandang,Giot,Olivedananaknya_Swift2_20211118_090100.wav
2,Spectrogram 1,1,1150.477017,1158.67121,18.5,202.9,elephant_vocalization,rumble,3,dari arah kandang,Giot,Olivedananaknya_Swift2_20211118_090100.wav
3,Spectrogram 1,1,1670.808231,1672.856779,43,361.2,elephant_vocalization,rumble,3,"Tongat, calling his mom (dia terjatuh)",Giot,Olivedananaknya_Swift2_20211118_090100.wav
4,Spectrogram 1,1,1675.339868,1677.07803,40,463,elephant_vocalization,rumble,3,"Tongat, calling his mom (dia terjatuh)",Giot,Olivedananaknya_Swift2_20211118_090100.wav
5,Spectrogram 1,1,2790.619101,2796.826823,26.9,228.3,elephant_vocalization,rumble,3,Eropa,Giot,Olivedananaknya_Swift2_20211118_090100.wav
